DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-11-12,28.866666793823242,29.5,28.799999237060547,28.799999237060547,31500
2020-11-13,28.799999237060547,28.799999237060547,28.5,28.5,13500
2020-11-14,28.799999237060547,30.0,28.799999237060547,29.600000381469727,31500
2020-11-17,29.0,29.0,28.933332443237305,28.933332443237305,9000
2020-11-18,28.66666603088379,28.66666603088379,28.66666603088379,28.66666603088379,13500
2020-11-19,28.5,28.5,28.5,28.5,9000
2020-11-20,28.66666603088379,28.66666603088379,28.66666603088379,28.66666603088379,4500
2020-11-23,28.66666603088379,28.66666603088379,28.5,28.5,9000
2020-11-24,28.5,28.5,28.5,28.5,13500
2020-11-25,28.5,28.5,28.5,28.5,0
2020-11-26,29.333332061767578,32.0,29.333332061767578,29.333332061767578,22500
2020-11-27,29.333332061767578,29.333332061767578,29.333332061767578,29.333332061767578,0
2020-12-01,29.16666603088379,29.16666603088379,29.16666603088379,29.16666603088379,4500
2020-12-02,29.133333206176758,29.133333206176758,29.133333206176758,29.133333206176758,4500
2020-12-03,28.466665267944336,28.466665267944336,28.200000762939453,28.399999618530273,31500
2020-12-04,28.399999618530273,28.399999618530273,28.399999618530273,28.399999618530273,0
2020-12-07,28.399999618530273,28.399999618530273,28.399999618530273,28.399999618530273,0
2020-12-08,28.66666603088379,28.66666603088379,28.333332061767578,28.333332061767578,13500
2020-12-09,28.366666793823242,28.366666793823242,28.366666793823242,28.366666793823242,4500
2020-12-10,28.333332061767578,28.633333206176758,28.266666412353516,28.299999237060547,18000
2020-12-11,28.66666603088379,29.233333587646484,28.333332061767578,29.0,27000
2020-12-14,28.366666793823242,28.366666793823242,28.366666793823242,28.366666793823242,9000
2020-12-15,28.366666793823242,28.366666793823242,28.333332061767578,28.333332061767578,9000
2020-12-16,28.333332061767578,28.333332061767578,28.333332061767578,28.333332061767578,0
2020-12-17,28.366666793823242,28.366666793823242,28.333332061767578,28.333332061767578,13500
2020-12-18,28.333332061767578,28.333332061767578,28.333332061767578,28.333332061767578,0
2020-12-21,28.366666793823242,28.366666793823242,28.299999237060547,28.299999237060547,22500
2020-12-22,28.200000762939453,28.200000762939453,28.200000762939453,28.200000762939453,9000
2020-12-23,28.200000762939453,28.200000762939453,28.200000762939453,28.200000762939453,4500
2020-12-24,28.266666412353516,28.66666603088379,28.266666412353516,28.66666603088379,9000
2020-12-28,28.16666603088379,28.600000381469727,28.133333206176758,28.600000381469727,18000
2020-12-29,28.866666793823242,28.866666793823242,28.866666793823242,28.866666793823242,4500
2020-12-30,28.16666603088379,28.16666603088379,28.16666603088379,28.16666603088379,4500
2020-12-31,28.16666603088379,28.16666603088379,28.16666603088379,28.16666603088379,9000
2021-01-01,28.200000762939453,28.200000762939453,28.200000762939453,28.200000762939453,4500
2021-01-04,28.16666603088379,28.333332061767578,28.16666603088379,28.333332061767578,9000
2021-01-05,28.333332061767578,28.333332061767578,28.333332061767578,28.333332061767578,0
2021-01-06,28.200000762939453,28.333332061767578,28.16666603088379,28.16666603088379,13500
2021-01-07,28.866666793823242,28.866666793823242,28.200000762939453,28.299999237060547,18000
2021-01-08,28.733333587646484,28.733333587646484,28.733333587646484,28.733333587646484,4500
2021-01-11,28.733333587646484,28.733333587646484,28.733333587646484,28.733333587646484,0
2021-01-12,28.733333587646484,28.733333587646484,28.733333587646484,28.733333587646484,0
2021-01-13,28.733333587646484,28.733333587646484,28.733333587646484,28.733333587646484,0
2021-01-14,28.16666603088379,28.16666603088379,28.16666603088379,28.16666603088379,13500
2021-01-15,28.16666603088379,28.16666603088379,28.16666603088379,28.16666603088379,4500
2021-01-18,28.16666603088379,28.16666603088379,28.16666603088379,28.16666603088379,13500
